Brand,Brand2,Model,Price,Rating,Reviews,Size,Width,Height,HDMI,VGA,USB,Description
DELL,Dell, 210-ADZC Black ,14528.0,,0,23.8,,,Yes,No,No,"Dell 210-ADZC Black 23.8"" 6ms HDMI Widescreen LED Backlight LCD Monitor, IPS Panel"
DELL,Dell, P2421 ,6621.0,,0,24.1,1920 , 1200,Yes,No,No,"Dell P2421 24.1"" WUXGA 1920 x 1200 8 ms 60 Hz D-Sub, DVI, HDMI, DisplayPort IPS Monitor"
HP,HP, EliteDisplay E243i 1FH49AT#ABU Black / Silver ,6093.0,,0,24.0,,,Yes,No,No,"HP EliteDisplay E243i 1FH49AT#ABU Black / Silver 24"" 5ms HDMI Widescreen LED Backlight Monitor"
DELL,Dell, DELL-P2319H ,5425.0,,0,23.0,1920 , 1080,No,No,No,"Dell DELL-P2319H 23"" 1920 x 1080 8 ms (Normal); 5 ms (Fast) Monitor"
DELL,Dell, DELL-U2719D ,11971.0,,0,27.0,2560 , 1440,No,No,No,"Dell DELL-U2719D 27"" 2560 x 1440 (2K) 8 ms (Normal); 5 ms (Fast) UltraSharp 27 Monitor"
SAMSUNG,SAMSUNG, SH650 Series LS27H650FDUXEN ,8103.0,,0,27.0,1920 , 1080,Yes,No,No,"SAMSUNG SH650 Series LS27H650FDUXEN 27"" Full HD 1920 x 1080 5ms (GTG) 60 Hz D-Sub, HDMI, DisplayPort LCD/LED Monitor"
DELL,Dell, DELL-E2720H ,5420.0,,0,27.0,1920 , 1080,No,No,No,"Dell DELL-E2720H 27"" Full HD 1920 x 1080 8 ms (Normal), 5 ms (GTG) 60 Hz D-Sub, DisplayPort Monitor"
HANNSPREE,HANNspree, HS225HFB ,3042.0,,0,21.5,1920 , 1080,Yes,No,No,"HANNspree HS225HFB 21.5"" 1920 x 1080 10 ms 60 Hz D-Sub, HDMI Built-in Speakers Monitor"
ViewSonic,ViewSonic, VA2223-H ,2985.0,,0,22.0,1920 , 1080,Yes,No,No,"ViewSonic VA2223-H 22"" Full HD 1920 x 1080 5 ms 75 Hz (Max) D-Sub, HDMI Monitor"
DELL,Dell, DELL-E2218HN ,3295.0,,0,21.5,1920 , 1080,No,No,No,"Dell DELL-E2218HN 21.5"" 1920 x 1080 5 ms (Black-to-White) Monitor"
ViewSonic,ViewSonic, VG2239SMH-2 ,3581.0,,0,21.5,1920 , 1080,No,No,No,"ViewSonic VG2239SMH-2 21.5"" 1920 x 1080 5ms (GtG) Built-in Speakers Monitor"
HP,HP, 5QG35AT#ABU ,4682.0,,0,23.8,1920 , 1080,No,No,No,"HP 5QG35AT#ABU 23.8"" 1920 x 1080 5 ms (GTG) 60 Hz Monitor"
DELL,Dell, DELL-E2420H ,4255.0,,0,23.8,1920 , 1080,No,No,No,"Dell DELL-E2420H 23.8"" Full HD 1920 x 1080 8 ms (Normal) , 5 ms (GTG) 60 Hz D-Sub, DisplayPort Monitor"
LG Electronics,LG, 24MK600M-B ,4163.0,,0,24.0,1920 , 1080,Yes,No,No,"LG 24MK600M-B 24"" Full HD 1920 x 1080 5 ms 75 Hz D-Sub, HDMI Radeon FreeSync Monitor"
SAMSUNG,SAMSUNG, LS24R650FDUXEN ,6980.0,,0,23.8,1920 , 1080,No,No,No,"SAMSUNG LS24R650FDUXEN 23.8"" 1920 x 1080 5 ms Max 75Hz Monitor"
LG Electronics,LG, 32ML600M-B.AEK ,6450.0,,0,32.0,1920 , 1080,Yes,No,No,"LG 32ML600M-B.AEK 32"" Full HD 1920 x 1080 5ms (GTG, Fast) 75 Hz D-Sub, HDMI Monitor"
BenQ,BenQ, EW2780 9H.LJ4LA.TSE ,8332.0,,0,27.0,1920 , 1080,Yes,No,No,"BenQ EW2780 9H.LJ4LA.TSE 27"" Full HD 1920 x 1080 5ms (GTG) 60 Hz HDMI AMD FreeSync Built-in Speakers Enjoyment Monitor with HDRi"
BenQ,BenQ, BL2480 (9H.LH1LA.CBE) ,4701.0,,0,23.8,1920 , 1080,Yes,No,No,"BenQ BL2480 (9H.LH1LA.CBE) 23.8"" 1920 x 1080 8 ms, 5 ms (GtG) D-Sub, HDMI, DisplayPort Built-in Speakers Monitor"
HP,HP, EliteDisplay E202 M1F41AT#ABU Black ,5418.0,,0,20.0,,,Yes,No,No,"HP EliteDisplay E202 M1F41AT#ABU Black 20"" 7ms GTG HDMI Widescreen LED Backlight LCD Monitor, IPS Panel"
HP,HP, Business Z27n G2 ,14886.0,,0,27.0,2560 , 1440,No,No,No,"HP Business Z27n G2 27"" LED LCD Monitor 2560 x 1440 - Silver"
Hanns-G,Hanns, HL Series HL205DPB Black ,2702.0,,0,19.5,,,No,No,No,"Hanns-G HL Series HL205DPB Black 19.5"" 5ms LED Backlight LCD/LED Monitor"
SAMSUNG,SAMSUNG, LU28R550UQUXEN ,11022.0,,0,28.0,3840 , 2160,Yes,No,No,"SAMSUNG LU28R550UQUXEN 28"" UHD 3840 x 2160 (4K) 4 ms (GTG) 60 Hz HDMI, DisplayPort FreeSync IPS Monitor"
SAMSUNG,SAMSUNG, LS22E45UFS/EN Black ,4665.0,,0,21.5,,,Yes,No,No,"SAMSUNG LS22E45UFS/EN Black 21.5"" 5ms HDMI LED Monitor"
BenQ,BenQ, BL2483 9H.LJALB.QBE ,4744.0,,0,24.0,1920 , 1080,Yes,No,No,"BenQ BL2483 9H.LJALB.QBE 24"" Full HD 1920 x 1080 1 ms (GTG) D-Sub, DVI, HDMI Monitor"
DELL,Dell, 210-AFPD ,2474.0,,0,19.5,1600 , 900,No,Yes,No,"Dell 210-AFPD 19.5"" 1600 x 900 5 ms (Black-to-White) DP, VGA 20 Monitor: E2016H"
HANNSPREE,HANNspree, HS228PPB ,3191.0,,0,21.5,1920 , 1080,Yes,No,No,"HANNspree HS228PPB 21.5"" 1920 x 1080 5 ms 60 Hz D-Sub, HDMI, DisplayPort Built-in Speakers Monitor"
Acer America,Acer, Nitro XV272U Pbmiiprzx ,10550.0,,0,27.0,2560 , 1440,No,No,No,"Acer Nitro XV272U Pbmiiprzx 27"" WQHD (2560 x 1440) IPS Monitor with AMD Radeon FreeSync Technology, 144Hz, 1ms VRB, VESA Certified DisplayHDR400, DCI-P3, Delta E<2"
ASUS,ASUS, Designo MX279HS ,6013.0,,0,27.0,,,Yes,Yes,No,"ASUS Designo MX279HS 27"" Full HD 1920x1080 5ms 2xHDMI VGA Built-in Speakers Frameless Low Blue Light Asus Eye Care Widescreen Backlit LED IPS Monitor"
DELL,Dell, UltraSharp U2719DC ,13400.0,,0,27.0,2560 , 1440,Yes,No,Yes,"Dell UltraSharp U2719DC 27"" Quad HD 2560 x 1440 2K Resolution 5ms DisplayPort HDMI USB Type-C Anti-Glare LED Backlit IPS Monitor"
SAMSUNG,SAMSUNG, LS24D332HSO/EN ,3977.0,,0,24.0,1920 , 1080,No,No,No,"SAMSUNG LS24D332HSO/EN 24"" 1920 x 1080 1ms (GTG) 75 Hz Monitor"
BenQ,BenQ, GL2780E (9H.LJ6LB.FBE) ,6583.0,,0,27.0,1920 , 1080,Yes,No,No,"BenQ GL2780E (9H.LJ6LB.FBE) 27"" 1920 x 1080 1 ms 75 Hz D-Sub, DVI, HDMI, DisplayPort Built-in Speakers Monitor"
Lenovo,Lenovo, ThinkVision T25m-10 (61DCRAT1UK) ,10829.0,,0,25.0,1920 , 1200,Yes,No,Yes,"Lenovo ThinkVision T25m-10 (61DCRAT1UK) 25"" 1920 x 1200 4 ms (extreme mode) / 6 ms (normal mode) HDMI, DisplayPort, USB Built-in Speakers Monitor"
ASUS,ASUSPRO, C622AQH ,4095.0,,0,21.5,,,Yes,Yes,No,"ASUSPRO C622AQH 21.5"" Full HD 1080p IPS Ergonomic Back-lit LED Monitor with DP HDMI VGA and DVI"
DELL,Dell, 210-ADZC ,11158.0,,0,23.8,3840 , 2160,No,No,No,"Dell 210-ADZC 23.8"" 3840 x 2160 (4K) 6ms 24 Ultra HD 4K Monitor: P2415Q"
SAMSUNG,SAMSUNG, SE450 Series S22E450BW ,6260.0,,0,22.0,1680 , 1050,No,No,No,"SAMSUNG SE450 Series S22E450BW 22"" 1680 x 1050 5 ms 60 Hz D-Sub, DVI LCD Monitor"
ASUS,ASUS, MB168B Silver+Black ,5210.0,,0,15.6,,,No,No,No,"ASUS MB168B Silver+Black 15.6"" 11ms LED Monitor 200 cd/m2 500:1"
DELL,Dell, P2217 ,4099.0,,0,22.0,1680 , 1050,Yes,No,No,"Dell P2217 22"" WSXGA+ LED LCD Monitor - 16:10 - Black - 22"" Class - Twisted nematic (TN) - 1680 x 1050 - 16.7 Million Colors - 250 Nit - 5 ms BTW (Black to White) - 60 Hz Refresh Rate - HDMI"
DELL,Dell, P2217 ,4099.0,,0,22.0,1680 , 1050,Yes,No,No,"Dell P2217 22"" WSXGA+ LED LCD Monitor - 16:10 - Black - 22"" Class - Twisted nematic (TN) - 1680 x 1050 - 16.7 Million Colors - 250 Nit - 5 ms BTW (Black to White) - 60 Hz Refresh Rate - HDMI"
SAMSUNG,SAMSUNG, SR75 Series LS27R750QEUXEN ,11337.0,,0,27.0,2560 , 1440,Yes,No,No,"SAMSUNG SR75 Series LS27R750QEUXEN 27"" QHD 2560 x 1440 (2K) 4ms (GTG) 144 Hz HDMI, Mini DisplayPort Monitor with Clamp-type Stand for More Usable Desk Space"
BenQ,BenQ, BL2581T (9H.LHNLB.QBE) ,9125.0,,0,25.0,1920 , 1200,Yes,No,No,"BenQ BL2581T (9H.LHNLB.QBE) 25"" 1920 x 1200 5 ms D-Sub, DVI, HDMI, DisplayPort Built-in Speakers Monitor"
Hanns-G,Hanns, HS Series HS246HFW Black ,3826.0,,0,23.6,,,Yes,No,No,"Hanns-G HS Series HS246HFW Black 23.6"" 7ms HDMI Widescreen LCD/LED Monitor"
Lenovo,Lenovo, ThinkVision T24m 61B8RAT3UK ,7649.0,,0,23.8,1920 , 1080,Yes,No,No,"Lenovo ThinkVision T24m 61B8RAT3UK 23.8"" Full HD 1920 x 1080 4 ms D-Sub, HDMI, DisplayPort LCD/LED Monitor"
BenQ,BenQ, GW2283 9H.LHLLA.TBU ,4435.0,,0,21.5,1920 , 1080,Yes,No,No,"BenQ GW2283 9H.LHLLA.TBU 21.5"" Full HD 1920 x 1080 5 ms (GTG) 60 Hz D-Sub, HDMI Built-in Speakers Monitor"
DELL,Dell, S2317HJ Black ,7880.0,,0,23.0,,,Yes,No,No,"Dell S2317HJ Black 23"" 6ms HDMI Widescreen LED Backlight LCD Monitor IPS 250 cd/m2 DCR 8,000,000:1 (1000:1) Wireless charging stand"
DELL,Dell, DELL-U2419H ,6633.0,,0,23.8,1920 , 1080,No,No,No,"Dell DELL-U2419H 23.8"" 1920 x 1080 8 ms (Normal); 5 ms (Fast) UltraSharp 24 Monitor"
ASUS,ASUS, ZenScreen MB16AC Dark Gray ,9242.0,,0,15.6,,,No,No,Yes,"ASUS ZenScreen MB16AC Dark Gray 15.6"" 5ms Widescreen LED Backlight Hybrid Signal Solutin, USB Type-C, Flicker Free, Blue Light Filter Portable USB Monitor"
BenQ,BenQ, GW2480 9H.LGDLA.CBU ,5363.0,,0,23.8,1920 , 1080,Yes,No,No,"BenQ GW2480 9H.LGDLA.CBU 23.8"" Full HD 1920 x 1080 5 ms (GTG) 60 Hz D-Sub, HDMI, DisplayPort Built-in Speakers Monitor"
DELL,Dell, P2417H Black ,4748.0,,0,23.8,,,Yes,No,No,"Dell P2417H Black 23.8"" 6ms (GTG) HDMI Widescreen LED Backlight LCD Monitor IPS"
BenQ,BenQ, EW2480 9H.LJ3LA.TSE ,5806.0,,0,24.0,1920 , 1080,Yes,No,No,"BenQ EW2480 9H.LJ3LA.TSE 24"" (Actual size 23.8"") Full HD 1920 x 1080 5ms (GTG) 60 Hz HDMI AMD FreeSync Built-in Speakers Enjoyment Monitor with HDRi"
ASUS,ASUS, MB169B+ ,7792.0,,0,15.6,,,No,No,No,"ASUS MB169B+ 15.6"" 14ms LED Monitor 200 cd/m2 600:1"
ViewSonic,ViewSonic, VA2261-2 ,3025.0,,0,21.5,1920 , 1080,No,No,No,"ViewSonic VA2261-2 21.5"" Anti-Glare type, Hardness 3H 1920 x 1080 5 ms Monitor"
Acer America,Acer, V226HQL - LED monitor - ,2955.0,,0,21.5,1920 , 1080,Yes,Yes,No,"Acer V226HQL - LED monitor - 21.5"" (21.5"" viewable) - 1920 x 1080 Full HD (1080p) - TN - 250 cd/m² - 5 ms - HDMI, DVI, VGA - black"
DELL,Dell, DELL-U2419HWOS ,5971.0,,0,23.8,1920 , 1080,Yes,No,No,"Dell DELL-U2419HWOS 23.8"" 1920 x 1080 8 ms, 5 ms (fast) 60 Hz HDMI, DisplayPort Monitor"
Hanns-G,Hanns, HP Series HP205DJB Black ,3066.0,,0,19.5,,,No,No,No,"Hanns-G HP Series HP205DJB Black 19.5"" 5ms LED Backlight LCD/LED Monitor"
ASUS,ASUS, VX279C Eye Care Monitor ,6841.0,,0,27.0,,,No,No,Yes,"ASUS VX279C Eye Care Monitor 27"" Full HD, USB-C, IPS, 75Hz, Adaptive-Sync, Frameless, Flicker Free, Blue Light Filter"
BenQ,BenQ, GL2480 (9H.LHXLB.QBE) ,5016.0,,0,24.0,1920 , 1080,Yes,No,No,"BenQ GL2480 (9H.LHXLB.QBE) 24"" 1920 x 1080 1 ms GTG 60 Hz D-Sub, DVI, HDMI Monitor"
,iiyama, B2483HSU-B1DP Black ,5326.0,,0,24.0,,,No,No,No,"iiyama B2483HSU-B1DP Black 24"" 2ms Widescreen LED Backlight LCD Monitor"
BenQ,BenQ, BL2483T 9H.LHYLB.QBE ,6336.0,,0,24.0,1920 , 1080,Yes,No,No,"BenQ BL2483T 9H.LHYLB.QBE 24"" Full HD 1920 x 1080 1 ms (GTG) D-Sub, DVI, HDMI Business Monitor with Eye Care Technology"
HP,HP, EliteDisplay E243i 1FH49AA#ABU ,8962.0,,0,24.0,1920 , 1200,No,No,No,"HP EliteDisplay E243i 1FH49AA#ABU 24"" 1920 x 1200 5 ms on/off WUXGA IPS Monitor"
LG Electronics,LG, 29UB67-B Black ,10527.0,,0,29.0,,,Yes,No,No,"LG 29UB67-B Black 29"" 5ms (GTG) HDMI Widescreen LED Backlight LCD Monitor"
Acer America,Acer, B276HL ,8767.0,,0,27.0,,,No,No,No,"Acer B276HL 27"" FullHD 1920x1080 LED-Backlit LCD Monitor"
ASUS,ASUS, BE229QLB Black ,4829.0,,0,21.5,,,No,No,No,"ASUS BE229QLB Black 21.5"" 5ms LED Monitor"
NEC Display Solutions,NEC, Display Solutions EA271U-BK-SV ,16064.0,,0,27.0,3840 , 2160,Yes,No,Yes,"NEC Display Solutions EA271U-BK-SV 27"" UHD 3840 x 2160 (4K) 5 ms HDMI, DisplayPort, USB-C 4K UHD Business-Class Desktop Monitor w/USB-C Charging and SpectraViewII Color Calibration Solution"
BenQ,BenQ, BL2283 (9H.LHSLA.TBE) ,3727.0,,0,21.5,1920 , 1080,Yes,No,No,"BenQ BL2283 (9H.LHSLA.TBE) 21.5"" 1920 x 1080 5 ms (GtG) D-Sub, HDMI Built-in Speakers Monitor"
Lenovo,Lenovo, ThinkVision T24m-10 61CFRAT2UK ,8678.0,,0,23.8,1920 , 1080,Yes,No,Yes,"Lenovo ThinkVision T24m-10 61CFRAT2UK 23.8"" Full HD 1920 x 1080 6 ms (GTG) 60 Hz HDMI, DisplayPort, USB-C Monitor"
Lenovo,Lenovo, ThinkVision LT1913p 60FBHAR1US ,6335.0,,0,19.0,1280 , 1024,No,No,No,"Lenovo ThinkVision LT1913p 60FBHAR1US 19"" 1280 x 1024 7ms (GTG) D-Sub, DVI LCD Monitor IPS"
LG Electronics,LG, 27MK600M-B ,5984.0,,0,27.0,1920 , 1080,Yes,No,No,"LG 27MK600M-B 27"" Full HD 1920 x 1080 5 ms D-Sub, HDMI Radeon FreeSync Monitor"
HANNSPREE,HANNspree, HS275HFB ,4897.0,,0,27.0,1920 , 1080,Yes,No,No,"HANNspree HS275HFB 27"" 1920 x 1080 5 ms 60 Hz D-Sub, HDMI Built-in Speakers Monitor"
BenQ,BenQ, GW2780 (9H.LGELB.FBE) ,6717.0,,0,27.0,1920 , 1080,No,No,No,"BenQ GW2780 (9H.LGELB.FBE) 27"" 1920 x 1080 5 ms GTG 60 Hz Built-in Speakers Monitor"
Acer America,Acer, V6 Series V246HYL bmdp ,3646.0,,0,23.8,1920 , 1080,No,Yes,No,"Acer V6 Series V246HYL bmdp 23.8"" Black LED Monitor, 1920 x 1080, 16:9, 100,000,000:1, 250 cd/m2, 5ms, VGA, DVI, DisplayPort, Tilt, Built-in Speaker"
NEC Display Solutions,NEC, Display Solutions E241N-BK ,6121.0,,0,23.8,1920 , 1080,Yes,No,No,"NEC Display Solutions E241N-BK 23.8"" 1920 x 1080 6 ms D-Sub, HDMI, DisplayPort TTL Level (Positive/Negative) Built-in Speakers LCD Monitor"
Acer America,Acer," UM.HB7AA.001 B277 Bmiprzx - Led Monitor - 27 Inch - 1920 X 1080 Full Hd (1080P) - Ips - 250 Cd/M2 - 1000:1 - 4 Ms - Hdmi, Vga, Displayport - Speakers - Black",6401.0,,0,,,,Hdmi,Vga,No,"Acer UM.HB7AA.001 B277 Bmiprzx - Led Monitor - 27 Inch - 1920 X 1080 Full Hd (1080P) - Ips - 250 Cd/M2 - 1000:1 - 4 Ms - Hdmi, Vga, Displayport - Speakers - Black"
DELL,Dell, DELL-P2018H ,4829.0,,0,20.0,1600 , 900,Yes,No,Yes,"Dell DELL-P2018H 20"" 1600 x 900 5 ms (Black to White) 60 Hz D-Sub, HDMI, DisplayPort, USB Monitor"
DELL,Dell, DELL-P2720DC ,11236.0,,0,27.0,2560 , 1440,Yes,No,No,"Dell DELL-P2720DC 27"" 2560 x 1440 (2K) 8 ms (Normal); 5 ms (Grey-to-Grey) 60 Hz HDMI, DisplayPort Monitor"
HP,HP, EliteDisplay E243 - LED monitor - ,8265.0,,0,23.8,1920 , 1080,Yes,Yes,No,"HP EliteDisplay E243 - LED monitor - 23.8"" - 1920 x 1080 Full HD (1080p) - IPS - 250 cd/m? - 1000:1 - 5 ms - HDMI, VGA, DisplayPort"
DELL,Dell, DELL-P2219H ,4934.0,,0,21.5,1920 , 1080,No,No,No,"Dell DELL-P2219H 21.5"" 1920 x 1080 8 ms (Normal); 5 ms (Fast) 22 Monitor: P2219H"
SAMSUNG,SAMSUNG, F24T400FHN ,3367.0,,0,23.5,1920 , 1080,Yes,No,No,"SAMSUNG F24T400FHN 23.5"" Full HD 1920 x 1080 4 ms 60 Hz D-Sub, HDMI FreeSync (AMD Adaptive Sync) Monitor"
HANNSPREE,HANNspree, HS279PSB ,5402.0,,0,27.0,1920 , 1080,Yes,No,No,"HANNspree HS279PSB 27"" 1920 x 1080 5 ms 60 Hz D-Sub, HDMI, DisplayPort Built-in Speakers Monitor"
Lenovo,Lenovo, ThinkVision S22e-19 61C9KAT1UK ,3815.0,,0,21.5,1920 , 1080,Yes,No,No,"Lenovo ThinkVision S22e-19 61C9KAT1UK 21.5"" Full HD 1920 x 1080 6 ms (GTG) 60 Hz D-Sub, HDMI FreeSync (AMD Adaptive Sync) Monitor"
BenQ,BenQ, BL2780T Black ,8054.0,,0,27.0,,,Yes,No,No,"BenQ BL2780T Black 27"" 5ms (GTG) HDMI Widescreen LED Backlight IPS Business Monitor with Eye Care Technology 250 cd/m2 DCR 20,000,000:1 (1,000:1)"
Lenovo,Lenovo, ThinkVision S27q-10 61E8GAT1UK ,8791.0,,0,27.0,2560 , 1440,Yes,No,No,"Lenovo ThinkVision S27q-10 61E8GAT1UK 27"" QHD 2560 x 1440 (2K) 6 ms (GTG) 60 Hz HDMI, DisplayPort Monitor"
HP,HP, EliteDisplay E202 (M1F41AA) Black and white ,6648.0,,0,20.0,,,Yes,No,No,"HP EliteDisplay E202 (M1F41AA) Black and white 20"" 7ms GTG HDMI Widescreen LED Backlight LCD Monitor, IPS Panel"
SAMSUNG,SAMSUNG, SR75 Series LS32R750UEUXEN ,15799.0,,0,32.0,3840 , 2160,Yes,No,No,"SAMSUNG SR75 Series LS32R750UEUXEN 32"" (Actual size 31.5"") UHD 3840 x 2160 (4K) 4ms (GTG) 60 Hz HDMI, Mini DisplayPort Monitor"
DELL,Dell, DELL-P2719HC ,8297.0,,0,27.0,1920 , 1080,Yes,No,Yes,"Dell DELL-P2719HC 27"" Full HD 1920 x 1080 8 ms (Normal), 5 ms (Fast) 60 Hz HDMI, DisplayPort, USB Monitor"
LG Electronics,LG, BK750Y 24BK550Y-B Black ,4531.0,,0,23.8,,,Yes,No,No,"LG BK750Y 24BK550Y-B Black 23.8"" 5ms (GTG) HDMI Widescreen LED Backlight LCD Monitor"
HP,HP, Z22n G2 ,7207.0,,0,22.0,1920 , 1080,Yes,Yes,Yes,"HP Z22n G2 22"" (Actual size 21.5"") Full HD 1920 x 1080 60Hz 5ms VGA HDMI DisplayPort USB 3.0 Hub Anti-Glare Backlit LED IPS Monitor"
DELL,Dell, DELL-P2421DC ,9116.0,,0,23.8,2560 , 1440,No,No,No,"Dell DELL-P2421DC 23.8"" 2560 x 1440 (2K) 8 ms (Normal) ; 5 ms (Fast) - (Gray to Gray) 60 Hz Monitor"
BenQ,BenQ, BL2420PT (9H.LCWLA.TBE) ,8123.0,,0,23.8,2560 , 1440,Yes,No,Yes,"BenQ BL2420PT (9H.LCWLA.TBE) 23.8"" QHD 2560 x 1440 (2K) 5ms GTG D-Sub, DVI-DL, HDMI, DisplayPort, USB, headphone jack, line in Built-in Speakers IPS Monitor"
SAMSUNG,SAMSUNG, SE450 Series LS22E45KBWV/EN ,4075.0,,0,22.0,1680 , 1050,No,No,No,"SAMSUNG SE450 Series LS22E45KBWV/EN 22"" 1680 x 1050 5 ms 60 Hz D-Sub, DVI Monitor"
HP,HP, EliteDisplay E243d 1TJ76AT#ABU ,12094.0,,0,23.8,1920 , 1080,No,No,Yes,"HP EliteDisplay E243d 1TJ76AT#ABU 23.8"" 1920 x 1080 7 ms Gray to Gray Full HD IPS USB-C Docking Monitor"
DELL,Dell, UltraSharp DELL-U2419HC ,8648.0,,0,24.0,1920 , 1080,Yes,No,Yes,"Dell UltraSharp DELL-U2419HC 24"" Full HD 1920 x 1080 5ms (fast) 60 Hz HDMI, DisplayPort, USB-C Monitor"
DELL,Dell, U3415W 210-ADYO Black ,16281.0,,0,34.0,,,Yes,No,No,"Dell U3415W 210-ADYO Black 34"" 8ms (gray to gray) Normal Mode; 5ms ( gray to gray) FAST Mode HDMI Widescreen LED Backlight LCD Monitor IPS"
Acer America,Acer, B276HL Cbmdprzx ,5322.0,,0,27.0,1920 , 1080,No,Yes,No,"Acer B276HL Cbmdprzx 27"" Full HD 1920 x 1080 60Hz 5ms DVI VGA DisplayPort ComfyView EcoDisplay Technology Built-in Speakers LED Backlit LCD Monitor"
DELL,Dell, DELL-P2419H ,5092.0,,0,23.8,1920 , 1080,Yes,No,No,"Dell DELL-P2419H 23.8"" Full HD 1920 x 1080 8 ms (normal), 5 ms (Fast) 60 Hz D-Sub, HDMI, DisplayPort Monitor"
HP,HP, EliteDisplay E190i ,3234.0,,0,19.0,1280 , 1024,No,Yes,Yes,"HP EliteDisplay E190i 19"" (Actual size 18.9"") SXGA 1280 x 1024 60HZ 8ms VGA DVI-D DisplayPort USB Hub 5:4 Ratio LED Backlit IPS Monitor"
HANNSPREE,HANNspree, HP228PJB ,3421.0,,0,21.5,1920 , 1080,Yes,No,No,"HANNspree HP228PJB 21.5"" 1920 x 1080 5 ms 60 Hz D-Sub, HDMI, DisplayPort Built-in Speakers Monitor"
SAMSUNG,SAMSUNG, LS22E45KDSK/GO ,4222.0,,0,22.0,1920 , 1080,No,No,No,"SAMSUNG LS22E45KDSK/GO 22"" 1920 x 1080 5 ms 60 Hz D-Sub, DVI, DisplayPort Business Monitor with Higher Productivity (SE450)"
,ViewSonic, VG2239SMH PVM-V22-VG2239SMH ,7738.0,,0,22.0,1920 , 1080,Yes,No,No,"ViewSonic VG2239SMH PVM-V22-VG2239SMH 22"" (Actual size 21.5"") 1920 x 1080 6.50 ms 60 Hz D-Sub, HDMI, DisplayPort Built-in Speakers Monitor with Built-in Privacy Filter"
SAMSUNG,, 1920X1080 IPS PANEL THIN BEZELS FULLY ADJ STAND VGAHDMIDPUSB HUB,5767.0,,0,,,,Yes,Yes,Yes,27IN 1920X1080 IPS PANEL THIN BEZELS FULLY ADJ STAND VGAHDMIDPUSB HUB
Philips,PHILIPS, 272E1CA ,4913.0,,0,27.0,1920 , 1080,Yes,No,No,"PHILIPS 272E1CA 27"" 1920 x 1080 4 ms (Gray to Gray) D-Sub, HDMI, DisplayPort FreeSync (AMD Adaptive Sync) Built-in Speakers Curved 16:9 Full HD, W-LED System, sRGB, Speakers, 178 x 178 Viewing Angle"
AOC Monitors,AOC, 24B1H ,2533.0,5.0,4,24.0,,,Yes,Yes,No,"AOC 24B1H 24"" (Actaul size 23.6"") Full HD 1920x1080 5ms VGA HDMI Ultra Slim Bezel LED Backlit Monitor"
Philips,Philips, 278E9QJAB ,4406.0,5.0,1,27.0,,,No,No,No,"Philips 278E9QJAB 27"" 1920X1080 Full HD WLED LCD 4ms 75Hz Curved Monitor"
HP,HP, EliteDisplay S14 14-inch Portable Display - 3HX46A8#AC3,5401.0,,0,,,,No,No,No,HP EliteDisplay S14 14-inch Portable Display - 3HX46A8#AC3
AOC Monitors,AOC, I1601FWUX ,4799.0,,0,15.6,,,No,No,Yes,"AOC I1601FWUX 15.6"" FHD 1080p USB-C Powered Portable, IPS panel, USB Type-C, Tilt, Auto-pivot, Sleek design, 220 cd/m2, 5ms, 2017 MacBook Pro & XPS compatible"
HP,HP, Z23N G2 ,4518.0,,0,23.0,1920 , 1080,No,No,No,"HP Z23N G2 23"" Full HD Display 1920 x 1080 - 250 Nit - 1,000:1 - Anti-Glare"
DELL,Dell, 1908FPb ,1400.0,4.0,3,19.0,1280 , 1024,No,No,No,"Dell 1908FPb 19"" 1280 x 1024 5 ms 60 Hz LCD Monitor"
DELL,Dell, 1908FP 1908FP ,1444.0,3.0,7,19.0,1280 , 1024,No,No,No,"Dell 1908FP 1908FP 19"" 1280 x 1024 5 ms 60 Hz D-Sub, DVI-D LCD Monitor"
,Mimo, Vue UM-1080CH ,7746.0,,0,10.1,,,Yes,No,No,"Mimo Vue UM-1080CH 10.1"" HDMI Capacitive Touch HD LCD Display"
HP,HP, 2XN62AA 27F ,4560.0,5.0,1,27.0,,,No,No,No,"HP 2XN62AA 27F 27"" 1920x1080 FHD IPS LED 5ms Display Monitor"
NEC,, LED IPS EA193MIB,6492.0,,0,,,,No,No,No,19IN LED IPS EA193MIB
,iiyama, ProLite E1980SD ,4465.0,,0,19.0,,,No,No,No,"iiyama ProLite E1980SD 19"" Black"
,iiyama, ProLite B1780SD-B1 ,4964.0,,0,17.0,,,No,No,No,"iiyama ProLite B1780SD-B1 17"" Black"
,iiyama, ProLite E1780SD-B1 ,4578.0,,0,17.0,,,No,No,No,"iiyama ProLite E1780SD-B1 17"" Black"
NEC,, IPS W-LED 1920X1080,7348.0,,0,,,,No,No,No,22IN IPS W-LED 1920X1080
HANNSPREE,, HP247HJV LED 8MS H/ADJ,4268.0,,0,,,,No,No,No,23.6IN HP247HJV LED 8MS H/ADJ
BenQ,GW, ,7393.0,,0,27.0,,,No,No,No,"GW2780 27"" 1920x1080 5Ms"
HANNSPREE,HANNSPREE, HQ272PPB 2K QHD D/PORT MIN,6501.0,,0,,,,No,No,No,HANNSPREE HQ272PPB 2K QHD D/PORT MIN
Lenovo,, IN LCD 1920X1080 16:9 14MS,11221.0,,0,,,,No,No,No,23 IN LCD 1920X1080 16:9 14MS
